Host_OS,Platform,Isolation_Type,Test_Type,Metric,Unit,n,mean,median,stdev,cv_pct,min,max,overhead_pct_vs_baremetal,efficiency_ratio_pct,n_trimmed,trimmed_mean,trimmed_median,trimmed_stdev,trimmed_cv_pct,trimmed_overhead_pct,trimmed_efficiency_ratio_pct,iqr_outliers
Windows Server 2025,Hyper-V,VM,cpu_sample,mbw_cpu_busy_pct,percent,10,25.013,25.035,0.1371,0.55,24.78,25.21,1.58,98.42,8,25.0175,25.035,0.1042,0.42,1.56,98.44,0
Windows Server 2025,Hyper-V,VM,cpu_sample,openssl_aes_cpu_busy_pct,percent,10,25.004,25.01,0.0135,0.05,24.99,25.03,0.13,99.87,8,25.0025,25.01,0.0104,0.04,0.15,99.85,0
Windows Server 2025,Hyper-V,VM,cpu_sample,openssl_rsa_cpu_busy_pct,percent,10,25.009,25.005,0.011,0.04,25.0,25.03,-0.0,100.0,8,25.0075,25.005,0.0089,0.04,0.0,100.0,0
Windows Server 2025,Hyper-V,VM,cpu_sample,stream_cpu_busy_pct,percent,10,25.052,25.03,0.137,0.55,24.83,25.29,1.01,98.99,8,25.05,25.03,0.0949,0.38,0.9,99.1,0
Windows Server 2025,Hyper-V,VM,cpu_sample,stress_ng_cpu_cpu_busy_pct,percent,10,99.944,99.94,0.007,0.01,99.94,99.96,0.04,99.96,8,99.9425,99.94,0.0046,0.0,0.04,99.96,1
Windows Server 2025,Hyper-V,VM,cpu_sample,stress_ng_switch_cpu_busy_pct,percent,10,99.99,99.99,0.0,0.0,99.99,99.99,-0.04,100.04,8,99.99,99.99,0.0,0.0,-0.03,100.03,0
Windows Server 2025,Hyper-V,VM,cpu_sample,sysbench_cpu_multi_cpu_busy_pct,percent,10,99.99,99.99,0.0,0.0,99.99,99.99,0.0,100.0,8,99.99,99.99,0.0,0.0,0.0,100.0,0
Windows Server 2025,Hyper-V,VM,cpu_sample,sysbench_cpu_single_cpu_busy_pct,percent,10,25.002,25.0,0.0042,0.02,25.0,25.01,1.13,98.87,8,25.0012,25.0,0.0035,0.01,1.13,98.87,2
Windows Server 2025,Hyper-V,VM,cpu_sample,sysbench_mem_read_cpu_busy_pct,percent,10,97.869,97.98,0.6269,0.64,96.62,98.63,0.94,99.06,8,97.93,97.98,0.442,0.45,0.87,99.13,1
Windows Server 2025,Hyper-V,VM,cpu_sample,sysbench_mem_write_cpu_busy_pct,percent,10,96.772,96.75,0.103,0.11,96.64,96.96,2.3,97.7,8,96.765,96.75,0.0778,0.08,2.37,97.63,2
Windows Server 2025,Hyper-V,VM,dd,dd_read_throughput,MB/s,10,4910.0,5400.0,1758.44,35.81,2500.0,7400.0,13.03,86.97,8,4900.0,5400.0,1503.3296,30.68,12.67,87.33,0
Windows Server 2025,Hyper-V,VM,dd,dd_write_throughput,MB/s,10,3650.0,4000.0,1087.5559,29.8,2100.0,5100.0,-13.1,113.1,8,3662.5,4000.0,936.4637,25.57,-13.66,113.66,0
Windows Server 2025,Hyper-V,VM,fio,mixed_70_30_read_bw,MB/s,10,15.943,16.0,0.1925,1.21,15.65,16.22,-3.09,103.09,8,15.945,16.0,0.1563,0.98,-3.1,103.1,0
